5.0, 20.0, 16.0, Fitness, 0, Fatigue, 0, Form, 0
1.0, 28.0, 17.0, Fitness, 41.74235180937098, Fatigue, 57.320915705511155, Form, -15.578563896140174
1.0, 29.0, 17.0, Fitness, 40.748486290100246, Fatigue, 51.58882413496004, Form, -10.840337844859796
1.0, 30.0, 17.0, Fitness, 39.77828423557405, Fatigue, 46.42994172146404, Form, -6.6516574858899915
1.0, 31.0, 17.0, Fitness, 38.831182229965144, Fatigue, 41.78694754931764, Form, -2.955765319352494
2.0, 1.0, 17.0, Fitness, 40.81139217687073, Fatigue, 49.80825279438588, Form, -8.996860617515146
2.0, 2.0, 17.0, Fitness, 39.83969236313572, Fatigue, 44.82742751494729, Form, -4.98773515181157
2.0, 3.0, 17.0, Fitness, 38.89112825925154, Fatigue, 40.34468476345256, Form, -1.4535565042010248
2.0, 4.0, 17.0, Fitness, 44.48895853879317, Fatigue, 63.71021628710731, Form, -19.221257748314137
2.0, 5.0, 17.0, Fitness, 43.429697621202855, Fatigue, 57.33919465839658, Form, -13.909497037193724
2.0, 6.0, 17.0, Fitness, 44.25756196355517, Fatigue, 59.425275192556924, Form, -15.167713229001755
2.0, 7.0, 17.0, Fitness, 43.20381048823243, Fatigue, 53.48274767330123, Form, -10.278937185068806
2.0, 8.0, 17.0, Fitness, 46.69895785756023, Fatigue, 67.13447290597111, Form, -20.435515048410878
2.0, 9.0, 17.0, Fitness, 45.5870779085707, Fatigue, 60.421025615374, Form, -14.8339477068033
2.0, 10.0, 17.0, Fitness, 46.15167129169997, Fatigue, 61.3089230538366, Form, -15.157251762136632
2.0, 11.0, 17.0, Fitness, 52.0290124514214, Fatigue, 84.47803074845294, Form, -32.449018297031536
2.0, 12.0, 17.0, Fitness, 50.79022644067327, Fatigue, 76.03022767360764, Form, -25.240001232934368
2.0, 13.0, 17.0, Fitness, 53.342840096847716, Fatigue, 84.22720490624688, Form, -30.884364809399166
2.0, 13.0, 17.0, Fitness, 52.0727724754942, Fatigue, 75.8044844156222, Form, -23.731711940128
2.0, 15.0, 17.0, Fitness, 54.54723027369672, Fatigue, 83.82403597405998, Form, -29.276805700363262
2.0, 16.0, 17.0, Fitness, 53.24848669575156, Fatigue, 75.44163237665398, Form, -22.193145680902425
2.0, 17.0, 17.0, Fitness, 55.45685606013843, Fatigue, 82.49746913898859, Form, -27.040613078850164
2.0, 18.0, 17.0, Fitness, 59.75550234442085, Fatigue, 97.84772222508973, Form, -38.09221988066888
2.0, 19.0, 17.0, Fitness, 58.332752288601306, Fatigue, 88.06295000258075, Form, -29.730197713979443
2.0, 20.0, 17.0, Fitness, 60.01530580553937, Fatigue, 92.15665500232268, Form, -32.14134919678331
2.0, 21.0, 17.0, Fitness, 60.39827471493129, Fatigue, 90.55098950209042, Form, -30.152714787159127
2.0, 22.0, 17.0, Fitness, 62.62688722171864, Fatigue, 96.89589055188138, Form, -34.26900333016274
2.0, 23.0, 17.0, Fitness, 64.27862800215391, Fatigue, 100.40630149669325, Form, -36.12767349453934
2.0, 24.0, 17.0, Fitness, 64.55532733543596, Fatigue, 97.95567134702392, Form, -33.40034401158796
2.0, 25.0, 17.0, Fitness, 63.01829573221129, Fatigue, 88.16010421232153, Form, -25.141808480110235
2.0, 26.0, 17.0, Fitness, 61.5178601195396, Fatigue, 79.34409379108938, Form, -17.82623367154978
2.0, 27.0, 17.0, Fitness, 60.053149164312465, Fatigue, 71.40968441198044, Form, -11.35653524766797
2.0, 28.0, 17.0, Fitness, 58.62331227944788, Fatigue, 64.2687159707824, Form, -5.645403691334515
3.0, 1.0, 17.0, Fitness, 57.227519129937214, Fatigue, 57.841844373704156, Form, -0.6143252437669418
3.0, 2.0, 17.0, Fitness, 57.80067343636728, Fatigue, 60.18765993633374, Form, -2.3869864999664543
3.0, 3.0, 17.0, Fitness, 56.42446692597758, Fatigue, 54.168893942700365, Form, 2.2555729832772187
3.0, 4.0, 17.0, Fitness, 55.08102723726383, Fatigue, 48.75200454843033, Form, 6.329022688833504
3.0, 5.0, 17.0, Fitness, 56.436240874471835, Fatigue, 55.0768040935873, Form, 1.3594367808845362
3.0, 6.0, 17.0, Fitness, 55.092520853651074, Fatigue, 49.56912368422857, Form, 5.523397169422502
3.0, 7.0, 17.0, Fitness, 56.70936559523081, Fatigue, 56.91221131580571, Form, -0.20284572057490635
3.0, 8.0, 17.0, Fitness, 58.16866641439198, Fatigue, 63.02099018422514, Form, -4.852323769833163
3.0, 9.0, 17.0, Fitness, 60.35512673785884, Fatigue, 71.71889116580263, Form, -11.363764427943792
3.0, 10.0, 17.0, Fitness, 58.91809991076696, Fatigue, 64.54700204922237, Form, -5.628902138455409
3.0, 11.0, 17.0, Fitness, 61.51528800812965, Fatigue, 74.89230184430014, Form, -13.377013836170484
3.0, 12.0, 17.0, Fitness, 65.24111448412657, Fatigue, 89.20307165987012, Form, -23.96195717574355
3.0, 13.0, 17.0, Fitness, 63.68775461545689, Fatigue, 80.2827644938831, Form, -16.595009878426218
3.0, 14.0, 17.0, Fitness, 62.171379505565056, Fatigue, 72.25448804449479, Form, -10.083108538929736
3.0, 15.0, 17.0, Fitness, 60.691108564956366, Fatigue, 65.02903924004531, Form, -4.337930675088941
3.0, 16.0, 17.0, Fitness, 59.24608217055264, Fatigue, 58.52613531604078, Form, 0.7199468545118606
3.0, 17.0, 17.0, Fitness, 62.78784211887282, Fatigue, 73.4735217844367, Form, -10.685679665563882
3.0, 18.0, 17.0, Fitness, 67.0071792112806, Fatigue, 90.12616960599303, Form, -23.118990394712426
3.0, 19.0, 17.0, Fitness, 69.55462732529773, Fatigue, 98.51355264539373, Form, -28.958925320096
3.0, 20.0, 17.0, Fitness, 67.8985647699335, Fatigue, 88.66219738085435, Form, -20.76363261092085
3.0, 21.0, 17.0, Fitness, 68.44621798969699, Fatigue, 88.88597764276892, Form, -20.43975965307193
3.0, 22.0, 17.0, Fitness, 70.81654613279944, Fatigue, 96.79737987849202, Form, -25.98083374569258
3.0, 23.0, 17.0, Fitness, 73.05900932011374, Fatigue, 103.61764189064282, Form, -30.55863257052907
3.0, 24.0, 17.0, Fitness, 71.31950909820627, Fatigue, 93.25587770157853, Form, -21.93636860337226
3.0, 25.0, 17.0, Fitness, 69.62142554824898, Fatigue, 83.93028993142067, Form, -14.308864383171695
3.0, 26.0, 17.0, Fitness, 67.96377255900495, Fatigue, 75.5372609382786, Form, -7.573488379273655
3.0, 27.0, 17.0, Fitness, 66.34558749807626, Fatigue, 67.98353484445074, Form, -1.6379473463744887
3.0, 28.0, 17.0, Fitness, 67.05164493859824, Fatigue, 70.78518136000567, Form, -3.733536421407422
3.0, 29.0, 17.0, Fitness, 69.502796249584, Fatigue, 80.7066632240051, Form, -11.203866974421103
3.0, 30.0, 17.0, Fitness, 67.84796776745104, Fatigue, 72.63599690160459, Form, -4.788029134153547
3.0, 31.0, 17.0, Fitness, 66.2325399634641, Fatigue, 65.37239721144412, Form, 0.860142752019982
4.0, 1.0, 17.0, Fitness, 67.51271758338163, Fatigue, 70.83515749029971, Form, -3.3224399069180777
4.0, 2.0, 17.0, Fitness, 67.93860525996779, Fatigue, 72.29164174126974, Form, -4.353036481301956
4.0, 3.0, 17.0, Fitness, 66.32101942044474, Fatigue, 65.06247756714276, Form, 1.2585418533019777
4.0, 4.0, 17.0, Fitness, 66.69909038662463, Fatigue, 66.77622981042849, Form, -0.07713942380385674
